,fname,label,manually_verified,fold
2527,4526e386.wav,Laughter,0,3
2528,452a9812.wav,Snare_drum,0,3
2529,4541aa66.wav,Electric_piano,1,2
2530,45449f84.wav,Fireworks,0,3
2531,4546e002.wav,Acoustic_guitar,0,1
2532,4549ffaf.wav,Gong,0,1
2533,4551f231.wav,Squeak,0,1
2534,455377bf.wav,Telephone,1,4
2535,45539540.wav,Computer_keyboard,0,2
2536,45539bb8.wav,Shatter,0,1
2537,455aee34.wav,Writing,0,4
2538,45665f2e.wav,Hi-hat,0,3
2539,456cc727.wav,Harmonica,1,1
2540,458b1992.wav,Cello,1,2
2541,458ea6cc.wav,Scissors,1,1
2542,4590ba37.wav,Applause,0,2
2543,45910ae0.wav,Microwave_oven,0,1
2544,45a8823e.wav,Squeak,0,4
2545,45a8d396.wav,Trumpet,0,1
2546,45b9bc91.wav,Knock,1,1
2547,45bf81f1.wav,Drawer_open_or_close,1,2
2548,45c077da.wav,Double_bass,0,1
2549,45ce1b24.wav,Hi-hat,0,3
2550,45d405ca.wav,Clarinet,0,1
2551,45d71502.wav,Laughter,1,3
2552,45da8553.wav,Hi-hat,1,1
2553,45de3233.wav,Clarinet,1,2
2554,45e241c1.wav,Cello,0,2
2555,45e5a952.wav,Flute,1,1
2556,45e63fdd.wav,Saxophone,1,3
2557,45e6e129.wav,Acoustic_guitar,0,3
2558,45ea531e.wav,Cough,0,2
2559,45f3e225.wav,Cough,1,4
2560,4601c0f2.wav,Tearing,0,2
2561,46076458.wav,Meow,1,3
2562,460d7b62.wav,Tearing,0,3
2563,461558c3.wav,Double_bass,0,3
2564,4619c0dd.wav,Fireworks,0,4
2565,461c6cd1.wav,Tearing,0,3
2566,4629e77b.wav,Meow,0,1
2567,462b676f.wav,Double_bass,1,2
2568,4636fd73.wav,Clarinet,0,3
2569,464c651e.wav,Meow,0,4
2570,465cf6eb.wav,Microwave_oven,0,3
2571,46657625.wav,Flute,0,2
2572,46670055.wav,Snare_drum,0,3
2573,466a45d5.wav,Writing,0,1
2574,46732e56.wav,Microwave_oven,1,2
2575,46768bc1.wav,Gunshot_or_gunfire,1,3
2576,46772c0d.wav,Tearing,0,1
2577,467953c6.wav,Double_bass,0,4
2578,46798d97.wav,Squeak,0,4
2579,467ad774.wav,Burping_or_eructation,0,3
2580,467c86b7.wav,Microwave_oven,0,2
2581,468226fa.wav,Tambourine,0,4
2582,468f9c4c.wav,Hi-hat,1,4
2583,469e4ebe.wav,Tearing,0,1
2584,46a95319.wav,Acoustic_guitar,1,3
2585,46b52f97.wav,Snare_drum,1,1
2586,46b66e03.wav,Bass_drum,1,3
2587,46c0a7cd.wav,Bass_drum,0,1
2588,46d3877b.wav,Violin_or_fiddle,1,2
2589,46d7d98d.wav,Violin_or_fiddle,1,3
2590,46e13bac.wav,Hi-hat,0,3
2591,46fbedcf.wav,Microwave_oven,0,3
2592,470e36b8.wav,Keys_jangling,0,1
2593,470f4da3.wav,Writing,1,2
2594,4713dac4.wav,Squeak,0,2
2595,4715ec32.wav,Hi-hat,0,2
2596,4715f79a.wav,Oboe,0,3
2597,4716c05b.wav,Cowbell,1,1
2598,47178b5e.wav,Trumpet,1,1
2599,471c8fa5.wav,Electric_piano,0,3
2600,471ecdc0.wav,Gong,0,1
2601,471f4c1d.wav,Harmonica,1,2
2602,472e6644.wav,Flute,1,2
2603,472e7697.wav,Saxophone,1,4
2604,47395931.wav,Hi-hat,1,1
2605,4740a159.wav,Oboe,1,3
2606,474d3f52.wav,Gong,0,3
2607,476e192f.wav,Shatter,0,2
2608,476f3ba7.wav,Drawer_open_or_close,0,4
2609,47733230.wav,Tambourine,0,3
2610,477622b6.wav,Applause,0,2
2611,47797e57.wav,Bark,0,1
2612,4790f36f.wav,Cough,0,3
2613,4792b15e.wav,Saxophone,1,2
2614,47961d9f.wav,Knock,0,1
2615,47a42a02.wav,Cowbell,1,1
2616,47a98dfe.wav,Bass_drum,1,4
2617,47aa029c.wav,Cello,1,2
2618,47c0a3fc.wav,Fireworks,0,3
2619,47c2f061.wav,Trumpet,0,3
2620,47cb5f8d.wav,Saxophone,1,2
2621,47d071c1.wav,Shatter,0,3
2622,47d197c5.wav,Violin_or_fiddle,1,4
2623,47d378be.wav,Squeak,0,1
2624,47d79021.wav,Gong,1,3
2625,47d8708c.wav,Drawer_open_or_close,1,3
2626,47da5300.wav,Cowbell,1,1
2627,47dae3d2.wav,Cowbell,0,1
2628,47e39a38.wav,Telephone,1,2
2629,47eafd0d.wav,Saxophone,0,2
2630,4813422d.wav,Scissors,1,3
2631,481394b9.wav,Applause,0,1
2632,48158131.wav,Cello,0,2
2633,4815fac2.wav,Fart,0,3
2634,4819b54b.wav,Fart,0,4
2635,481f5a64.wav,Tearing,0,4
2636,4823209e.wav,Violin_or_fiddle,1,2
2637,4823cb49.wav,Microwave_oven,1,2
2638,482707b3.wav,Shatter,0,3
2639,48288f8c.wav,Knock,0,2
2640,482944c1.wav,Electric_piano,1,3
2641,483a1ab2.wav,Saxophone,1,2
2642,483aa78c.wav,Microwave_oven,1,2
2643,48446686.wav,Fireworks,0,3
2644,4847fb9b.wav,Saxophone,1,3
2645,4850a398.wav,Keys_jangling,1,3
2646,48553cdd.wav,Violin_or_fiddle,1,2
2647,4865ba98.wav,Cough,0,4
2648,48674fe7.wav,Glockenspiel,0,3
2649,4868ac7c.wav,Knock,1,1
2650,486b15b6.wav,Fart,0,1
2651,486f34a4.wav,Knock,0,3
2652,487854ea.wav,Squeak,0,1
2653,488068c4.wav,Keys_jangling,0,1
2654,4880f8bf.wav,Chime,1,3
2655,4883c7c3.wav,Violin_or_fiddle,1,2
2656,48899901.wav,Harmonica,0,3
2657,488b04c9.wav,Violin_or_fiddle,1,4
2658,488b452c.wav,Snare_drum,1,2
2659,4891b110.wav,Flute,1,1
2660,489294d5.wav,Gong,0,2
2661,4893a0fa.wav,Squeak,0,4
2662,4899ecfa.wav,Snare_drum,0,2
2663,48a75b1f.wav,Violin_or_fiddle,1,4
2664,48adfdb2.wav,Tambourine,0,4
2665,48b17f9f.wav,Writing,1,3
2666,48b4f099.wav,Burping_or_eructation,0,4
2667,48b67c44.wav,Squeak,1,2
2668,48ba4a7a.wav,Clarinet,0,4
2669,48bf11ac.wav,Gong,0,4
2670,48c06dee.wav,Drawer_open_or_close,1,2
2671,48ce73e6.wav,Telephone,1,3
2672,48cf40dd.wav,Writing,0,3
2673,48cfca3e.wav,Applause,0,4
2674,48eb5b10.wav,Writing,0,1
2675,48ee4191.wav,Fireworks,0,2
2676,48ffd19b.wav,Cello,0,2
2677,4900d8a0.wav,Bark,1,2
2678,490a435d.wav,Burping_or_eructation,1,3
2679,490b5f4d.wav,Microwave_oven,0,3
2680,491b140e.wav,Fart,0,3
2681,491c0d87.wav,Fireworks,0,2
2682,49223304.wav,Double_bass,0,4
2683,49259032.wav,Knock,0,4
2684,49264930.wav,Writing,0,4
2685,49278b45.wav,Oboe,1,4
2686,49345c2f.wav,Meow,1,1
2687,493a0b43.wav,Burping_or_eructation,0,4
2688,493bdd89.wav,Burping_or_eructation,0,3
2689,493c247b.wav,Hi-hat,1,2
2690,49498a6d.wav,Squeak,0,1
2691,49530e8c.wav,Electric_piano,1,4
2692,4957c12d.wav,Acoustic_guitar,1,4
2693,495cca46.wav,Bass_drum,1,1
2694,495d24da.wav,Microwave_oven,0,3
2695,4965b412.wav,Fireworks,0,1
2696,49687332.wav,Hi-hat,0,4
2697,496a7539.wav,Writing,1,1
2698,49702d75.wav,Acoustic_guitar,1,2
2699,497e8e00.wav,Violin_or_fiddle,1,3
2700,499a352d.wav,Electric_piano,1,2
2701,499d9668.wav,Oboe,0,2
2702,49a0c96f.wav,Keys_jangling,0,2
2703,49aa806c.wav,Violin_or_fiddle,1,4
2704,49b3f727.wav,Hi-hat,0,3
2705,49ba2701.wav,Squeak,0,3
2706,49bb77a5.wav,Cello,0,3
2707,49c9d9b9.wav,Drawer_open_or_close,1,2
2708,49cdefc5.wav,Glockenspiel,1,4
2709,49d45fb8.wav,Burping_or_eructation,0,4
2710,49d51b77.wav,Meow,0,2
2711,49db5254.wav,Bass_drum,0,3
2712,49e25a3e.wav,Gunshot_or_gunfire,1,2
2713,49e3587e.wav,Acoustic_guitar,1,1
2714,49e451e6.wav,Knock,0,2
2715,49e5071e.wav,Keys_jangling,0,1
2716,49e5ac4d.wav,Bass_drum,0,1
2717,49e83eee.wav,Tearing,0,3
2718,49ee90a9.wav,Double_bass,0,1
2719,49f6b68a.wav,Tambourine,0,3
2720,49fabd19.wav,Acoustic_guitar,1,3
2721,49fb0cc8.wav,Tearing,0,3
2722,4a03755f.wav,Applause,0,2
2723,4a077cd0.wav,Cello,0,4
2724,4a084558.wav,Gong,0,3
2725,4a0a261e.wav,Acoustic_guitar,1,1
2726,4a0b87bc.wav,Flute,0,1
2727,4a2165a7.wav,Finger_snapping,1,2
2728,4a28e65a.wav,Cello,1,4
2729,4a400131.wav,Applause,0,4
2730,4a4727b7.wav,Bass_drum,1,3
2731,4a472bbb.wav,Flute,0,3
2732,4a4fa182.wav,Gunshot_or_gunfire,1,4
2733,4a5e1f74.wav,Tearing,0,4
2734,4a618351.wav,Microwave_oven,0,3
2735,4a6cda1d.wav,Fart,0,1
2736,4a70bad0.wav,Laughter,0,3
2737,4a7226e3.wav,Fart,0,2
2738,4a729d7a.wav,Shatter,0,3
2739,4a789458.wav,Finger_snapping,0,2
2740,4a78eefc.wav,Gunshot_or_gunfire,1,3
2741,4a7cd04a.wav,Tearing,0,1
2742,4a7ed000.wav,Laughter,1,2
2743,4a891aae.wav,Knock,0,3
2744,4a90ebd4.wav,Clarinet,1,4
2745,4aa8d981.wav,Fart,0,3
2746,4aa97c8e.wav,Acoustic_guitar,1,4
2747,4aaae5e2.wav,Glockenspiel,1,4
2748,4ab3eb69.wav,Cello,0,2
2749,4ab8ab15.wav,Cough,0,1
2750,4ac4d857.wav,Writing,0,1
2751,4acda322.wav,Tearing,1,3
2752,4ada7042.wav,Laughter,0,2
2753,4adfa318.wav,Cough,1,4
2754,4aeb611b.wav,Tearing,0,2
2755,4af1bc72.wav,Shatter,0,1
2756,4af35d0d.wav,Oboe,0,3
2757,4af50e05.wav,Applause,0,2
2758,4af8ad50.wav,Fart,0,4
2759,4afa2149.wav,Saxophone,1,1
2760,4afa8522.wav,Gunshot_or_gunfire,1,3
2761,4afc5a71.wav,Double_bass,0,4
2762,4aff76bc.wav,Drawer_open_or_close,1,2
2763,4b090c94.wav,Double_bass,0,3
2764,4b0b4333.wav,Scissors,1,4
2765,4b0d5239.wav,Clarinet,0,3
2766,4b12b563.wav,Gong,1,3
2767,4b13fe12.wav,Bass_drum,1,2
2768,4b142f94.wav,Squeak,0,3
2769,4b166997.wav,Meow,0,2
2770,4b17c19e.wav,Trumpet,1,3
2771,4b1dad12.wav,Trumpet,0,3
2772,4b2d5441.wav,Tearing,1,1
2773,4b2ef8c7.wav,Harmonica,0,3
2774,4b3ee579.wav,Flute,0,4
2775,4b4f97bb.wav,Clarinet,0,3
2776,4b606159.wav,Tearing,0,3
2777,4b75dd72.wav,Gunshot_or_gunfire,1,4
2778,4b8cb71c.wav,Knock,0,1
2779,4b9aadda.wav,Gong,0,1
2780,4ba0c404.wav,Saxophone,1,3
2781,4ba221e4.wav,Clarinet,1,2
2782,4ba2b70e.wav,Bass_drum,1,2
2783,4baddba4.wav,Cello,0,4
2784,4bb00403.wav,Saxophone,1,1
2785,4bb33e00.wav,Tearing,0,2
2786,4bb53f71.wav,Drawer_open_or_close,1,2
2787,4bb6e82c.wav,Oboe,0,1
2788,4bbc250e.wav,Flute,0,4
2789,4bc0a640.wav,Finger_snapping,1,3
2790,4bc87056.wav,Snare_drum,0,4
2791,4bcc8a77.wav,Flute,1,4
2792,4bd0dcc1.wav,Acoustic_guitar,1,2
2793,4bd21fae.wav,Trumpet,0,4
2794,4bd7faba.wav,Double_bass,0,3
2795,4be963d5.wav,Trumpet,1,3
2796,4bf0c44b.wav,Meow,1,4
2797,4bfaf9c0.wav,Writing,0,3
2798,4bfbb74e.wav,Applause,1,3
2799,4bfe8bf9.wav,Oboe,0,3
2800,4bff8f32.wav,Cello,1,4
2801,4c01f7c6.wav,Writing,0,2
2802,4c05bc49.wav,Drawer_open_or_close,0,1
2803,4c0c385f.wav,Double_bass,1,4
2804,4c0d7bcd.wav,Oboe,1,1
2805,4c173843.wav,Oboe,0,3
2806,4c1ae9cc.wav,Tambourine,0,4
2807,4c1d875e.wav,Laughter,0,1
2808,4c1e5a37.wav,Acoustic_guitar,0,1
2809,4c21f44b.wav,Saxophone,1,2
2810,4c24339c.wav,Computer_keyboard,1,4
2811,4c462064.wav,Clarinet,0,3
2812,4c4d4797.wav,Snare_drum,1,2
2813,4c4ec973.wav,Gong,1,4
2814,4c5667a2.wav,Applause,0,2
2815,4c590f69.wav,Snare_drum,1,4
2816,4c5c9793.wav,Laughter,0,3
2817,4c5e41ef.wav,Cough,0,3
2818,4c614dff.wav,Squeak,0,4
2819,4c63bfe2.wav,Snare_drum,0,1
2820,4c6470d0.wav,Writing,1,4
2821,4c6a1fca.wav,Gong,0,2
2822,4c73ecd4.wav,Squeak,0,3
2823,4c789a19.wav,Double_bass,0,1
2824,4c80d382.wav,Fireworks,0,4
2825,4c8cd1c8.wav,Clarinet,1,1
2826,4c8dd747.wav,Fart,0,1
2827,4c9112c0.wav,Bark,0,2
2828,4c9c19b0.wav,Bark,0,2
2829,4c9ecc5c.wav,Knock,1,4
2830,4ca18eea.wav,Squeak,0,3
2831,4ca2a9b4.wav,Laughter,1,4
2832,4ca74b89.wav,Trumpet,1,2
2833,4ca93593.wav,Bark,0,3
2834,4cb50b23.wav,Shatter,0,2
2835,4cb6495b.wav,Tambourine,1,1
2836,4cb7c775.wav,Clarinet,1,3
2837,4cb948c9.wav,Fart,0,4
2838,4cbba37a.wav,Double_bass,1,3
2839,4cbc1a15.wav,Bass_drum,0,2
2840,4cc1da2f.wav,Bark,0,4
2841,4cc40031.wav,Fireworks,0,3
2842,4ccf85c8.wav,Meow,1,1
2843,4cd4e0ca.wav,Clarinet,0,4
2844,4ce14aa2.wav,Double_bass,0,2
2845,4ce399c2.wav,Finger_snapping,1,2
2846,4ce8b277.wav,Bus,0,4
2847,4cee46a4.wav,Double_bass,1,3
2848,4cf5f73c.wav,Keys_jangling,0,1
2849,4cf82cd1.wav,Double_bass,0,2
2850,4cf956a5.wav,Writing,0,3
2851,4cfcad44.wav,Flute,1,3
2852,4d08546b.wav,Knock,0,1
2853,4d089998.wav,Chime,0,3
2854,4d08e621.wav,Fireworks,1,1
2855,4d112cdf.wav,Fart,0,1
2856,4d14661a.wav,Gong,1,2
2857,4d2048b5.wav,Fart,0,4
2858,4d275e00.wav,Shatter,0,4
2859,4d29f283.wav,Scissors,1,1
2860,4d2baaed.wav,Drawer_open_or_close,0,4
2861,4d2c6692.wav,Clarinet,0,4
2862,4d2ed112.wav,Applause,0,4
2863,4d3d3294.wav,Burping_or_eructation,0,3
2864,4d416fe0.wav,Tearing,0,4
2865,4d41f847.wav,Cowbell,0,3
2866,4d487056.wav,Saxophone,1,4
2867,4d4af5dd.wav,Gong,1,4
2868,4d5430cf.wav,Bark,1,3
2869,4d55013e.wav,Acoustic_guitar,0,4
2870,4d596bea.wav,Bass_drum,0,2
2871,4d61a3c6.wav,Fireworks,1,1
2872,4d68f059.wav,Cello,0,3
2873,4d740ed8.wav,Knock,0,2
2874,4d7dbbf9.wav,Burping_or_eructation,0,2
2875,4d7f8b65.wav,Oboe,0,1
2876,4d94495f.wav,Trumpet,1,1
2877,4da35b82.wav,Drawer_open_or_close,1,2
2878,4da6a5e7.wav,Violin_or_fiddle,1,1
2879,4da6ae4b.wav,Flute,1,3
2880,4dad3b5f.wav,Squeak,1,1
2881,4dbfc1bf.wav,Gong,0,4
2882,4dd5b189.wav,Cowbell,0,3
2883,4dd77240.wav,Tambourine,0,4
2884,4ddb034f.wav,Acoustic_guitar,0,2
2885,4de60e0b.wav,Fireworks,0,1
2886,4df26574.wav,Trumpet,0,3
2887,4df58619.wav,Knock,0,4
2888,4df5d2b7.wav,Electric_piano,0,4
2889,4df7f919.wav,Finger_snapping,0,4
2890,4dfdad9e.wav,Gong,0,1
2891,4e02950c.wav,Cello,0,2
2892,4e05b749.wav,Bus,1,3
2893,4e11d778.wav,Bass_drum,0,4
2894,4e15c09c.wav,Fart,0,1
2895,4e1af22c.wav,Tearing,1,2
2896,4e1f8e90.wav,Oboe,1,2
2897,4e249374.wav,Squeak,0,2
2898,4e260295.wav,Tearing,0,4
2899,4e2fcd3b.wav,Clarinet,1,2
2900,4e383c90.wav,Bass_drum,0,4
2901,4e48e683.wav,Fireworks,0,2
2902,4e4b9381.wav,Tearing,0,1
2903,4e50f73b.wav,Cowbell,1,4
2904,4e556dc5.wav,Fireworks,1,4
2905,4e5c2133.wav,Hi-hat,0,4
2906,4e5d8e2c.wav,Fireworks,0,1
2907,4e66921a.wav,Telephone,1,3
2908,4e74d920.wav,Snare_drum,1,4
2909,4e82d86d.wav,Clarinet,0,4
2910,4e8a6556.wav,Cough,1,1
2911,4e8b215c.wav,Gunshot_or_gunfire,1,4
2912,4e8c24e1.wav,Laughter,1,2
2913,4e91242e.wav,Knock,1,1
2914,4e93661c.wav,Saxophone,1,1
2915,4ea11a81.wav,Squeak,0,1
2916,4eb1742d.wav,Finger_snapping,1,4
2917,4eb50766.wav,Gunshot_or_gunfire,1,4
2918,4eb54300.wav,Gong,0,1
2919,4ebe9797.wav,Clarinet,1,1
2920,4ec9b517.wav,Fart,1,3
2921,4ed35e10.wav,Computer_keyboard,1,2
2922,4edb4195.wav,Squeak,0,4
2923,4ee33e64.wav,Tambourine,1,4
2924,4ef89422.wav,Gunshot_or_gunfire,1,3
2925,4efc103c.wav,Tearing,0,1
2926,4f02375d.wav,Double_bass,0,3
2927,4f0289dc.wav,Fireworks,1,4
2928,4f077f1b.wav,Computer_keyboard,1,1
2929,4f0c9c17.wav,Oboe,1,3
2930,4f1fa214.wav,Fart,0,1
2931,4f224ce4.wav,Gong,1,1
2932,4f2ba735.wav,Burping_or_eructation,1,3
2933,4f2f568c.wav,Fireworks,0,3
2934,4f36f736.wav,Fart,1,1
2935,4f4999f9.wav,Finger_snapping,0,4
2936,4f4d865f.wav,Laughter,0,1
2937,4f5924a7.wav,Hi-hat,0,3
2938,4f5a5cd7.wav,Meow,0,2
2939,4f5b430d.wav,Microwave_oven,1,2
2940,4f5e27a8.wav,Saxophone,1,3
2941,4f600ce5.wav,Cough,0,2
2942,4f60abb7.wav,Trumpet,0,2
2943,4f716ff6.wav,Laughter,0,1
2944,4f7f9b42.wav,Fireworks,0,4
2945,4f844b16.wav,Bass_drum,0,1
2946,4f910b76.wav,Oboe,0,3
2947,4f92aa62.wav,Tambourine,1,3
2948,4f99f874.wav,Violin_or_fiddle,1,1
2949,4fb480bf.wav,Double_bass,1,4
2950,4fc6d14d.wav,Clarinet,0,3
2951,4fd80b5c.wav,Chime,1,2
2952,4fd883bb.wav,Double_bass,1,3
2953,4fd997f5.wav,Keys_jangling,1,4
2954,4fe5c745.wav,Acoustic_guitar,0,4
2955,4fe7f333.wav,Tambourine,1,2
2956,4fed9012.wav,Burping_or_eructation,0,4
2957,4ff21dc7.wav,Tambourine,0,4
2958,4ff4dceb.wav,Squeak,0,2
2959,4ff578f2.wav,Glockenspiel,1,4
2960,5002939d.wav,Electric_piano,0,2
2961,50046110.wav,Gunshot_or_gunfire,1,3
2962,500ba1bd.wav,Electric_piano,0,1
2963,500c144a.wav,Tearing,0,1
2964,50114f75.wav,Knock,0,4
2965,50138e49.wav,Acoustic_guitar,0,3
2966,501875ef.wav,Snare_drum,0,2
2967,5026aa84.wav,Fart,0,3
2968,5028080f.wav,Bass_drum,0,1
2969,503b22a3.wav,Harmonica,1,1
2970,503dabea.wav,Cowbell,0,1
2971,503e81d0.wav,Scissors,1,4
2972,503f2dfd.wav,Laughter,0,3
2973,50495a4e.wav,Hi-hat,0,1
2974,504dd043.wav,Cough,0,3
2975,505207c3.wav,Oboe,0,2
2976,505219ee.wav,Writing,0,3
2977,50556530.wav,Tearing,0,2
2978,5057d536.wav,Shatter,0,2
2979,506d0b19.wav,Laughter,1,4
2980,50853a02.wav,Cough,0,4
2981,5089152a.wav,Shatter,0,1
2982,508c1461.wav,Fireworks,0,2
2983,508d3aed.wav,Fart,1,2
2984,508e8e56.wav,Cello,1,1
2985,50917ab0.wav,Bark,0,2
2986,509755f0.wav,Electric_piano,0,4
2987,509a6c22.wav,Scissors,1,3
2988,50a01a4f.wav,Flute,0,1
2989,50af697c.wav,Tearing,0,4
2990,50bcdc09.wav,Cowbell,0,1
2991,50bd36cb.wav,Finger_snapping,1,4
2992,50bdc567.wav,Applause,0,2
2993,50cb9b29.wav,Burping_or_eructation,0,4
2994,50d300d1.wav,Cowbell,1,3
2995,50d356da.wav,Bark,0,4
2996,50d7bcd2.wav,Tearing,0,4
2997,50d9edd6.wav,Cough,0,3
2998,50e7451d.wav,Applause,1,1
2999,50fc3ef5.wav,Electric_piano,1,2
3000,50fd4c27.wav,Microwave_oven,1,1
3001,510193fb.wav,Saxophone,1,2
3002,5104b6e1.wav,Bus,1,4
3003,5116f9b0.wav,Cello,0,1
3004,511d5a4b.wav,Gunshot_or_gunfire,1,3
3005,511fb54a.wav,Bark,1,4
3006,512355a9.wav,Electric_piano,0,4
3007,5123bba0.wav,Bass_drum,0,2
3008,512661dc.wav,Bass_drum,0,2
3009,512b0a33.wav,Double_bass,1,3
3010,513f4971.wav,Electric_piano,0,2
3011,51402418.wav,Double_bass,1,1
3012,514710bc.wav,Hi-hat,0,1
3013,514a974d.wav,Tearing,0,2
3014,515a7743.wav,Cello,1,1
3015,51623d70.wav,Shatter,0,2
3016,5166ee5a.wav,Computer_keyboard,1,3
3017,516ed121.wav,Fireworks,0,2
3018,51711246.wav,Fart,0,3
3019,51723a64.wav,Cowbell,0,4
3020,517f3959.wav,Microwave_oven,0,4
3021,518250e2.wav,Shatter,1,4
3022,518ea0eb.wav,Fireworks,0,3
3023,51994034.wav,Cough,0,2
3024,519b068d.wav,Bark,0,2
3025,51a0ed08.wav,Tambourine,1,1
3026,51a51d9d.wav,Squeak,0,4
3027,51afebdf.wav,Electric_piano,0,3
3028,51b14c9d.wav,Violin_or_fiddle,1,3
3029,51b9d0b7.wav,Gunshot_or_gunfire,1,4
3030,51bc618d.wav,Applause,0,1
3031,51c4cd41.wav,Flute,0,1
3032,51cbcf35.wav,Gong,1,4
3033,51cfc1d3.wav,Fireworks,1,4
3034,51d28a24.wav,Acoustic_guitar,0,2
3035,51edf8ee.wav,Knock,0,3
3036,51f845a4.wav,Tearing,0,1
3037,51f9a488.wav,Cello,1,4
3038,51fc52e6.wav,Knock,0,1
3039,51ffc008.wav,Electric_piano,0,1
3040,5202c954.wav,Gong,1,1
3041,5206fbc7.wav,Acoustic_guitar,1,1
3042,520b22f7.wav,Shatter,1,2
3043,52127914.wav,Meow,1,1
3044,5213c673.wav,Microwave_oven,1,1
3045,521c3585.wav,Fireworks,0,4
3046,52300f9b.wav,Hi-hat,1,3
3047,5230e439.wav,Writing,1,3
3048,5233fe9c.wav,Trumpet,0,3
3049,5237eea9.wav,Electric_piano,1,2
3050,5239016a.wav,Shatter,0,4
3051,523f65d5.wav,Electric_piano,1,4
3052,52422d3d.wav,Fireworks,0,2
3053,52480f3e.wav,Oboe,1,4
3054,524dea8d.wav,Applause,0,4
3055,5252f89f.wav,Tearing,0,3
3056,5263369a.wav,Glockenspiel,1,4
3057,52719891.wav,Clarinet,0,1
3058,527a6550.wav,Writing,0,3
3059,52834f79.wav,Acoustic_guitar,1,2
3060,5283a183.wav,Bass_drum,0,2
3061,52860d22.wav,Violin_or_fiddle,1,1
3062,5287b30b.wav,Clarinet,0,1
3063,528b1fdc.wav,Harmonica,1,1
3064,528fd885.wav,Gunshot_or_gunfire,1,3
3065,529c6ded.wav,Tearing,0,1
3066,529ca3b3.wav,Computer_keyboard,1,2
3067,52aceab1.wav,Tearing,0,2
3068,52b0d05c.wav,Violin_or_fiddle,1,4
3069,52b61c21.wav,Squeak,0,4
3070,52ba1c68.wav,Hi-hat,0,1
3071,52d30eec.wav,Bass_drum,1,4
3072,52d78e42.wav,Squeak,0,1
3073,52e54bdd.wav,Bass_drum,1,1
3074,52e5b888.wav,Laughter,0,3
3075,52e8444c.wav,Fireworks,0,2
3076,52ef7355.wav,Trumpet,1,3
3077,52efdfdd.wav,Meow,0,4
3078,5305bd4e.wav,Shatter,0,4
3079,530ff8db.wav,Electric_piano,1,4
3080,53157a1b.wav,Cello,0,2
3081,5315d52b.wav,Fart,0,4
3082,5316ab94.wav,Hi-hat,0,2
3083,5318e9d2.wav,Fireworks,0,1
3084,531a3044.wav,Telephone,1,2
3085,531b0def.wav,Electric_piano,0,2
3086,5323a054.wav,Cough,0,2
3087,532dfe7e.wav,Hi-hat,0,2
3088,5343d118.wav,Fireworks,0,2
3089,5343fd1e.wav,Snare_drum,0,3
3090,534914d0.wav,Fart,0,4
3091,5356d361.wav,Shatter,1,2
3092,5361e01a.wav,Cough,0,3
3093,5365903a.wav,Gunshot_or_gunfire,1,1
3094,5372a9e5.wav,Drawer_open_or_close,0,1
3095,53765a7b.wav,Fireworks,0,4
3096,537b400b.wav,Oboe,1,4
3097,5388d14d.wav,Saxophone,1,1
3098,5398dcd3.wav,Violin_or_fiddle,1,4
3099,5399cdfb.wav,Flute,0,3
3100,53b13ce5.wav,Keys_jangling,0,3
3101,53b70883.wav,Hi-hat,0,3
3102,53b99f13.wav,Tearing,0,2
3103,53bce2b7.wav,Knock,1,3
3104,53c221b6.wav,Flute,1,1
3105,53c716f5.wav,Harmonica,0,4
3106,53c94e09.wav,Fireworks,0,2
3107,53c99b1f.wav,Cello,0,2
3108,53d1ed2b.wav,Cello,1,4
3109,53d2b678.wav,Tearing,1,3
3110,53d5dfdf.wav,Applause,0,2
3111,53da29c9.wav,Hi-hat,0,3
3112,53dda34d.wav,Snare_drum,0,2
3113,53f24a96.wav,Snare_drum,0,2
3114,53fd8788.wav,Trumpet,1,1
3115,540226e3.wav,Cough,1,2
3116,540cd3bc.wav,Bass_drum,1,4
3117,540dcb37.wav,Cowbell,0,3
3118,541793d3.wav,Tearing,0,4
3119,542855bb.wav,Knock,0,2
3120,542bb157.wav,Writing,1,4
3121,542cab4b.wav,Cowbell,1,3
3122,543e2e44.wav,Laughter,1,1
3123,5448e59e.wav,Trumpet,0,2
3124,544b7abd.wav,Computer_keyboard,0,2
3125,544e7a47.wav,Oboe,0,3
3126,544f3b23.wav,Acoustic_guitar,1,1
3127,545574e6.wav,Cowbell,0,4
3128,5460a181.wav,Applause,0,3
3129,546416c0.wav,Bark,1,2
3130,54679e2a.wav,Squeak,1,2
3131,5467ecb4.wav,Tearing,0,3
3132,546d1aa8.wav,Tearing,0,3
3133,54777c28.wav,Acoustic_guitar,1,4
3134,54864b6d.wav,Flute,0,2
3135,54869db1.wav,Chime,1,4
3136,548f4a64.wav,Computer_keyboard,0,3
3137,5495de48.wav,Chime,0,2
3138,54a77272.wav,Fireworks,0,4
3139,54a7a58f.wav,Tearing,0,4
3140,54a8e5b9.wav,Snare_drum,0,3
3141,54ab7672.wav,Trumpet,0,4
3142,54ac3fe7.wav,Violin_or_fiddle,1,1
3143,54b61eec.wav,Bus,0,3
3144,54b714ef.wav,Applause,0,2
3145,54bb57af.wav,Cello,1,2
3146,54beedf8.wav,Acoustic_guitar,0,4
3147,54c20e0a.wav,Double_bass,0,3
3148,54c2fdba.wav,Tambourine,0,4
3149,54c32b7a.wav,Applause,0,1
3150,54c69259.wav,Computer_keyboard,1,3
